angDist,_RAJ2000,_DEJ2000,Name,SpType,plx,logg,l_[Fe/H],[Fe/H],l_Prot,Prot,<S>,<FHK>,<FHa>,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
2.649144,91.1945008,-48.4583042,HD  41824,G6V,33.64,,,,,,0.57,260.3,44.3,Simbad,91.1945,-48.4583,91.1954670717000,-48.4586659885000,0.001,0.001,90,5554191685019290368,91.19470494847,0.0246,-48.45883408526,0.0235,32.4694,0.0247,-117.386,0.052,-39.041,0.049,0,2.06298e+07,9.57912e+03,7.402127,1.06985e+07,5.08776e+04,7.778079,1.46256e+07,1.96988e+05,6.849133,0.928947,14.25,0.17,5320.00,0.1740,0.0920,1.06,0.807
0.057295,92.6442308,-21.8646431,HD  42581,M1/M2V,173.19,,,,,7.74,1.66,9.72,4.73,Simbad,92.64423,-21.86464,92.6442302196000,-21.8646271938000,0.002,0.002,0,2940856402123426176,92.64359934092,0.0505,-21.86772330143,0.0515,173.6955,0.0457,-135.985,0.104,-719.088,0.152,1,2.25139e+07,1.27840e+04,7.307239,6.11042e+06,6.71626e+03,8.386210,2.41627e+07,3.03521e+04,6.304055,2.082155,4.02,0.16,3912.54,0.4330,0.2267,,
0.501134,94.3172406,5.1001119,HD  43587,G0.5Vb,51.76,,,-0.08,,20.0,0.15,100.4,32.81,Simbad,94.31724,5.10011,94.3172078996000,5.0999765602100,0.003,0.003,90,3317901165746471552,94.31629259349,0.0996,5.10069104987,0.0973,51.8027,0.1113,-211.744,0.194,165.945,0.174,0,1.14868e+08,1.48507e+05,5.537864,6.09129e+07,3.17270e+05,5.889615,7.30511e+07,3.14439e+05,5.102853,0.786762,8.93,0.27,5907.00,0.1620,0.0820,1.24,1.679
0.008334,96.3189411,-0.9458825,HD  45067,F8V,30.22,4.17,,-0.16,,8.0,0.14,125.2,32.46,Simbad,96.31894,-0.94588,96.3189433925000,-0.9458828244490,0.002,0.001,90,3118434397663311360,96.31997223741,0.0578,-0.94682304974,0.0693,30.1428,0.0818,238.925,0.106,-218.375,0.094,0,9.74255e+07,9.67014e+04,5.716684,5.33084e+07,9.80464e+04,6.034400,6.10032e+07,2.03015e+05,5.298538,0.735862,47.55,0.22,6058.75,1.1523,0.5510,1.86,4.180
0.005763,95.6289214,-60.2186525,HD  45270,G1V,42.56,,,,,,0.39,268.25,38.43,Simbad,95.62892,-60.21865,95.6289216759000,-60.2186509051000,0.001,0.001,90,5481848424118748672,95.62882110120,0.0241,-60.21837348853,0.0271,41.8592,0.0252,-11.602,0.056,64.432,0.051,0,5.44365e+07,4.31611e+04,6.348640,2.92815e+07,9.57171e+04,6.684906,3.50532e+07,1.32825e+05,5.900099,0.784807,31.43,0.21,5919.33,0.0470,0.0200,1.05,1.218
0.130543,99.5015131,-61.5333872,HD  48189,G1/G2V,46.15,,,,,,0.44,274.35,45.52,Simbad,99.50151,-61.53339,99.5015669961000,-61.5333616073000,0.012,0.011,90,5479778765278589568,99.50109742932,0.3238,-61.53306347697,0.2917,47.8065,0.2813,-51.983,0.800,69.243,0.679,0,7.08288e+07,2.18605e+05,6.062841,3.93370e+07,3.19653e+05,6.364386,4.82852e+07,4.54408e+05,5.552384,0.812001,,,5842.00,0.1400,0.0545,1.08,1.219
0.010241,105.0751514,-5.3671619,HD  52265,G0III-IV,35.63,4.29,,0.21,,9.42,0.16,130.1,36.05,Simbad,105.07515,-5.36716,105.0751488130000,-5.3671606916900,0.001,0.001,0,3101382419728401408,105.07464490339,0.0371,-5.36681423643,0.0378,33.3264,0.0467,-116.524,0.071,80.467,0.073,0,6.55742e+07,2.62130e+04,6.146533,3.60748e+07,8.71491e+04,6.458377,4.08865e+07,8.44125e+04,5.732969,0.725408,53.92,0.17,6123.00,0.2790,0.1490,1.35,2.297
0.003777,106.9710389,-34.8333986,HD  54579,G0V,16.95,,,,,,0.47,337.3,59.99,Simbad,106.97104,-34.8334,106.9710390160000,-34.8333975553000,0.001,0.001,0,5602585727248347392,106.97098497601,0.0243,-34.83275824982,0.0309,15.4692,0.0330,-10.302,0.053,148.484,0.064,0,1.25368e+07,5.98462e+04,7.942901,6.81597e+06,9.90185e+04,8.267569,8.10313e+06,1.14994e+05,7.490288,0.777281,,,5773.00,0.3660,0.1935,1.44,2.070
0.008247,112.67713,-37.3393608,HD  59967,G3V,45.93,,,,,10.26,0.38,232.15,36.44,Simbad,112.67713,-37.33936,112.6771322010000,-37.3393622781000,0.001,0.001,0,5586381090520538880,112.67666049269,0.0211,-37.33913517189,0.0267,45.9339,0.0272,-87.105,0.046,52.747,0.053,0,4.76348e+07,2.82629e+04,6.493554,2.51794e+07,7.30941e+04,6.848775,3.12260e+07,1.55563e+05,6.025631,0.823144,9.37,0.18,5806.00,0.0540,0.0218,0.93,0.890
0.004668,131.9182892,-41.7367922,HD  75289,G0Ia0:,34.55,4.51,,0.28,,,0.15,118.45,33.25,Simbad,131.91829,-41.73679,131.9182898480000,-41.7367934032000,0.001,0.001,0,5524982093479504384,131.91817151127,0.0245,-41.73777483953,0.0271,34.3167,0.0281,-20.509,0.051,-227.945,0.054,0,6.21236e+07,1.77184e+04,6.205224,3.41304e+07,7.65872e+04,6.518534,3.86795e+07,8.35098e+04,5.793219,0.725315,9.35,0.15,6107.00,0.2690,0.1450,1.28,2.053
0.014643,142.4784356,5.6551344,HD  82106,K3V,78.87,,,,,13.3,0.32,32.57,17.93,Simbad,142.47844,5.65513,142.4784394770000,5.6551331129500,0.001,0.001,90,3852570413083923072,142.47626348724,0.0468,5.65559876193,0.0402,78.2290,0.0473,-502.932,0.090,108.150,0.074,0,3.35049e+07,1.53882e+04,6.875596,1.46003e+07,2.59186e+04,7.440481,2.59521e+07,1.26782e+05,6.226489,1.213993,29.71,0.27,4749.17,0.1630,0.0790,0.75,0.255
0.006906,163.6233481,-61.8266222,HD  94683,K4III,1.96,,,,,,0.37,0.1,0.26,Simbad,163.62335,-61.82662,163.6233460560000,-61.8266205418000,0.002,0.002,90,5241863999774969984,163.62338116597,0.0749,-61.82663584919,0.0722,1.6609,0.0940,3.850,0.147,-3.555,0.126,0,1.64428e+08,3.04677e+05,5.148424,4.50115e+07,1.02566e+05,6.218080,1.61438e+08,2.95325e+05,4.241909,1.976171,-2.53,0.28,3983.33,0.7290,0.3737,132.24,3966.226
0.743434,167.8880094,-14.9913878,HD  97233,K4V,44.0,,,,,7.6,0.7,21.62,13.71,Simbad,167.88801,-14.99139,167.8882210040000,-14.9913583732000,0.014,0.011,90,3562962623740696576,167.89121089008,0.5311,-14.99394854098,0.3695,45.4075,0.5798,670.796,0.919,-601.588,0.685,0,7.28451e+06,5.49749e+03,8.532365,2.69821e+06,3.66850e+03,9.273700,6.58297e+06,7.63015e+03,7.715866,1.557834,-11.83,1.12,4351.37,0.9770,0.4770,0.77,0.191
0.026554,175.2602944,-44.4051892,HD 101581,K5V,79.91,,,,,,0.49,29.16,17.98,Simbad,175.26029,-44.40519,175.2602840880000,-44.4051895641000,0.004,0.002,90,5378886891122066560,175.25630385672,0.0806,-44.40414853659,0.0427,78.2300,0.0694,-660.418,0.233,241.799,0.117,1,2.09774e+07,5.42709e+03,7.383985,8.72131e+06,9.78472e+03,7.999934,1.71545e+07,2.71700e+04,6.675975,1.323959,13.53,0.18,4658.31,0.1083,0.0540,0.62,0.164
0.285624,178.0870842,9.9481436,HD 103112,K0,12.39,,,,,,0.15,13.17,14.55,Simbad,178.08708,9.94814,178.0870864340000,9.9480642906400,0.005,0.004,90,3912341892394520576,178.08560356020,0.2022,9.94860425025,0.1518,8.9012,0.2924,-339.231,0.315,125.409,0.275,0,2.26955e+07,5.57965e+03,7.298518,1.01142e+07,1.49503e+04,7.839057,1.73973e+07,3.77605e+04,6.660714,1.178343,10.10,0.65,4850.44,,,5.10,12.945
0.124412,181.5541731,-38.6756672,HD 105115,K2/K3V,2.85,,,,,,0.15,1.49,3.77,Simbad,181.55417,-38.67567,181.5541314080000,-38.6756788141000,0.001,0.000,90,3459561320450613504,181.55400727808,0.0227,-38.67572136726,0.0171,3.0728,0.0289,-22.508,0.045,-9.883,0.029,0,5.20245e+07,1.35197e+04,6.397845,1.88073e+07,3.45377e+04,7.165573,4.66948e+07,4.72836e+04,5.588749,1.576824,14.51,0.80,4217.97,0.5630,0.2797,33.44,318.810
0.066471,198.0822611,17.5171231,HD 114762,F9V,24.65,4.1,,-0.82,,52.16,0.16,145.95,39.76,Simbad,198.08226,17.51712,198.0822781130000,17.5171142848000,0.011,0.004,90,3937211745904553600,198.07963101937,0.1465,17.51712401804,0.0481,24.8556,0.2743,-586.287,0.705,2.257,0.242,1,2.62740e+07,7.06753e+03,7.139552,1.44561e+07,2.26733e+04,7.451261,1.66447e+07,3.81301e+04,6.708732,0.742529,49.98,0.24,5945.50,0.0667,0.0360,1.22,1.665
0.019935,202.1075392,13.7787872,HD 117176,G5V,55.22,3.83,,-0.11,,,0.1,38.85,28.15,Simbad,202.10754,13.77879,202.1075341230000,13.7787897197000,0.006,0.004,90,3740176925743650688,202.10648984058,0.1370,13.77630849226,0.1386,55.8347,0.1730,-235.562,0.365,-576.283,0.238,1,2.46524e+08,7.24489e+05,4.708720,1.19208e+08,1.52768e+05,5.160622,1.58004e+08,4.38736e+05,4.265247,0.895375,5.05,0.17,6245.00,,,1.50,3.068
0.009220,203.6800239,-8.3420369,HD 118100,K7V,50.54,4.5,,-0.15,,3.9,3.68,118.55,25.63,Simbad,203.68002,-8.34204,203.6800263950000,-8.3420375816700,0.002,0.001,90,3630092241022731136,203.67877932730,0.0535,-8.34243311947,0.0393,48.7322,0.0587,-286.577,0.110,-91.866,0.083,0,6.18347e+06,7.03499e+03,8.710286,2.36060e+06,8.73274e+03,9.418835,5.44022e+06,1.83314e+04,7.922880,1.495955,-23.16,0.16,4433.15,0.1767,0.0920,0.62,0.136
0.029608,206.0038494,-61.36643,HD 119285,K1Vp,13.13,,,,,12.03,0.51,34.76,21.57,Simbad,206.00385,-61.36643,206.0038366320000,-61.3664354962000,0.001,0.001,0,5865871998528696576,206.00402593307,0.0268,-61.36637609647,0.0303,13.5031,0.0434,21.069,0.042,13.796,0.056,1,2.14121e+07,4.49237e+04,7.361717,8.79853e+06,6.07641e+04,7.990363,1.79881e+07,1.11635e+05,6.624456,1.365907,100.37,2.26,4720.72,,,3.51,5.507
0.016784,206.4324025,14.8915197,HD 119850,M3V,184.13,,,,,8.6,0.57,5.45,5.81,Simbad,206.4324,14.89152,206.4323977200000,14.8915203321000,0.001,0.001,90,3741297293732404352,206.44031057508,0.0396,14.88525480707,0.0326,183.9836,0.0509,1776.019,0.094,-1455.184,0.065,0,1.70861e+07,1.00481e+04,7.606756,4.57971e+06,1.19159e+04,8.699294,1.86323e+07,4.22364e+04,6.586255,2.113040,15.56,0.15,4000.27,0.2377,0.1480,,
0.110441,206.8155956,17.4569061,HD 120136,F7V,64.12,4.18,,0.32,,4.0,0.19,203.95,36.65,Simbad,206.8156,17.45691,206.8155711730000,17.4568861459000,0.011,0.008,90,1244571953471006720,206.81345933246,0.2587,17.45716469917,0.2449,63.8638,0.3414,-467.909,0.709,64.695,0.541,0,3.60937e+08,1.54358e+06,4.294787,1.94953e+08,3.06298e+05,4.626565,2.04236e+08,5.32614e+05,3.986591,0.639974,-16.94,0.35,6420.00,0.3980,0.1650,1.50,3.425
0.005796,210.2632844,-2.6548636,HD 122303,K5,98.26,,,,,,0.97,8.11,6.99,Simbad,210.26328,-2.65486,210.2632839740000,-2.6548651526800,0.003,0.002,0,3657653114880309248,210.25972638913,0.0601,-2.65229005613,0.0688,96.0398,0.0872,-825.424,0.154,598.112,0.180,0,5.39291e+06,6.73090e+03,8.858808,1.43237e+06,6.00899e+03,9.961247,5.86116e+06,1.42666e+04,7.841961,2.119285,-26.32,0.28,3990.82,0.2498,0.1085,,
0.015232,212.6719194,-47.7689925,HD 123732,G0V,15.88,,,,,,0.44,334.85,62.73,Simbad,212.67192,-47.76899,212.6719192990000,-47.7689967307000,0.002,0.001,0,6092654792945508096,212.67135546386,0.0319,-47.76905047938,0.0435,15.7403,0.0540,-88.018,0.087,-12.483,0.097,0,2.00350e+07,5.92271e+04,7.433892,1.09109e+07,9.99778e+04,7.756741,1.27379e+07,1.22413e+05,6.999173,0.757567,,,5940.50,,,1.68,3.166
0.005519,214.770145,-59.3790369,HD 125072,K3V,84.5,4.5,,0.26,,,0.27,20.42,17.49,Simbad,214.77014,-59.37904,214.7701422360000,-59.3790375076000,0.001,0.001,90,5866992641380992256,214.76629713475,0.0254,-59.38252811753,0.0266,84.4535,0.0349,-454.895,0.077,-810.729,0.076,0,5.49173e+07,1.46295e+04,6.339093,2.42669e+07,3.92880e+04,6.888854,4.22359e+07,1.22526e+05,5.697715,1.191139,-18.49,0.13,4857.55,0.2320,0.1145,0.83,0.347
3.991932,214.770145,-59.3790369,HD 125072,K3V,84.5,4.5,,0.26,,,0.27,20.42,17.49,Simbad,214.77014,-59.37904,214.7684571180000,-59.3783365886000,0.002,0.002,90,5866992641366851072,214.76845711813,1.8966,-59.37833658862,1.8733,,,,,,,0,1.25867e+02,2.63092e+00,20.438590,,,,,,,,,,,,,,
4.530336,214.770145,-59.3790369,HD 125072,K3V,84.5,4.5,,0.26,,,0.27,20.42,17.49,Simbad,214.77014,-59.37904,214.7708212530000,-59.3802472690000,0.002,0.001,0,5866992641367408768,214.77082125342,0.9602,-59.38024726901,2.3173,,,,,,,1,8.69602e+02,5.92608e+00,18.340065,6.66349e+02,1.11467e+02,18.292135,1.99099e+03,1.46487e+02,16.514246,1.777889,,,,,,,
2.200340,219.9020631,-60.8339744,HD 128620,G2V,742.12,4.31,,0.22,,29.0,0.15,71.6,27.31,Simbad,219.90206,-60.83397,219.9025426460000,-60.8334096397000,0.000,0.000,0,5877748648286736896,219.90254264625,0.3745,-60.83340963966,0.4262,,,,,,,0,1.77975e+03,3.49422e+01,17.562468,,,,,,,,,,,,,,
4.761158,219.9020631,-60.8339744,HD 128620,G2V,742.12,4.31,,0.22,,29.0,0.15,71.6,27.31,Simbad,219.90206,-60.83397,219.9019365790000,-60.8326532943000,0.005,0.005,0,5877748648286736640,219.90189298237,0.2044,-60.83266226641,0.1156,0.8212,0.2132,-4.935,0.290,-2.084,0.339,0,4.49191e+03,5.84066e+01,16.557290,1.01641e+04,6.78162e+02,15.333711,9.14305e+03,4.48510e+02,14.859192,0.474519,,,5095.63,,,,
0.008362,222.56588,23.9118442,HD 130948,G2V,55.73,4.18,,-0.2,,6.4,0.3,205.7,37.34,Simbad,222.56588,23.91184,222.5658782040000,23.9118425567000,0.002,0.002,0,1265976524286377856,222.56655915906,0.0408,23.91197917625,0.0624,54.9068,0.0684,144.583,0.109,31.731,0.132,0,9.75442e+07,8.42930e+04,5.715363,5.26458e+07,2.42079e+05,6.047978,6.19057e+07,1.17900e+05,5.282594,0.765384,-2.51,0.23,6013.33,0.0770,0.0480,1.04,1.263
0.022574,224.366665,-21.415475,HD 131977,K4V,169.32,4.58,,0.03,,44.6,0.51,33.0,19.37,Simbad,224.36666,-21.41547,224.3666700420000,-21.4154791575000,0.003,0.002,90,6232511606838403968,224.37144047961,0.0822,-21.42290103995,0.0592,170.0112,0.0851,1031.401,0.169,-1723.652,0.133,0,1.38963e+08,2.10127e+05,5.331117,5.58104e+07,1.54404e+05,5.984601,1.09259e+08,4.83719e+05,4.665776,1.318825,26.81,0.13,4561.75,0.3210,0.1577,0.78,0.238
0.121776,241.4186308,-20.45006,HD 144253,K3/K4V,53.93,,,-0.03,,,0.24,19.72,19.38,Simbad,241.41863,-20.45006,241.4186437920000,-20.4500284398000,0.008,0.006,90,6244076338858859776,241.42002230772,0.2146,-20.45154234962,0.1498,53.6064,0.2409,299.993,0.541,-351.617,0.360,0,2.88585e+07,5.31677e+03,7.037682,1.22908e+07,1.06716e+04,7.627435,2.32414e+07,2.48803e+04,6.346265,1.281170,,,4704.00,0.6950,0.3400,1.04,0.473
0.008141,243.9052931,-8.3694417,HD 146233,G1V,71.3,4.49,,0.05,,23.7,0.17,95.0,31.49,Simbad,243.90529,-8.36944,243.9052932170000,-8.3694394414700,0.003,0.002,90,4345775217221821312,243.90630356206,0.0961,-8.37157230610,0.0676,70.7675,0.1119,232.159,0.181,-495.368,0.147,0,1.42663e+08,2.34681e+05,5.302589,7.42566e+07,1.59353e+05,5.674550,9.08220e+07,2.91539e+05,4.866443,0.808107,11.90,0.13,5850.33,0.0890,0.0530,1.03,1.120
0.010238,246.0053744,-39.1929803,HD 147513,G3/G5V,77.69,4.52,,0.03,,8.5,0.32,193.3,34.96,Simbad,246.00537,-39.19298,246.0053774880000,-39.1929818365000,0.005,0.003,90,6018047019138644480,246.00578940005,0.1362,-39.19296605416,0.1005,77.4716,0.1391,74.146,0.306,3.666,0.226,0,1.57700e+08,2.90774e+05,5.193786,8.22112e+07,2.80964e+05,5.564060,9.87929e+07,6.50393e+05,4.775105,0.788955,12.89,0.13,5882.50,0.0680,0.0410,0.98,1.032
0.005009,250.2842289,-2.8572772,HD 150433,G0,33.84,,,,,,0.17,104.85,34.12,Simbad,250.28423,-2.85728,250.2842282570000,-2.8572784343400,0.001,0.001,90,4354950641755249024,250.28411268401,0.0318,-2.85919306000,0.0194,32.8259,0.0367,-26.810,0.069,-444.697,0.042,0,2.87683e+07,3.90264e+03,7.041080,1.52325e+07,1.13336e+04,7.394459,1.89834e+07,1.81731e+04,6.565983,0.828476,-40.07,0.14,5748.60,0.1260,0.0510,1.04,1.056
0.005122,252.7394914,-36.7553022,HD 151770,G3/G5V,7.45,,,,,,0.62,313.4,61.08,Simbad,252.73949,-36.7553,252.7394905610000,-36.7553009459000,0.002,0.001,90,5971703085067765376,252.73950570835,0.0546,-36.75563041505,0.0432,8.5953,0.0567,2.819,0.108,-76.522,0.072,1,1.03567e+07,8.07016e+03,8.150310,5.24998e+06,9.93337e+03,8.550995,7.19469e+06,1.23644e+04,7.619389,0.931606,,,5398.50,,,2.74,5.725
0.000813,253.2450108,-0.0264211,HD 152391,G8V,59.04,,,,,11.43,0.41,147.1,32.02,Simbad,253.24501,-0.02642,253.2450105950000,-0.0264211943524,0.001,0.001,90,4381250547575102208,253.24194562894,0.0294,-0.03281040035,0.0202,59.5382,0.0328,-711.833,0.060,-1483.882,0.039,0,5.06484e+07,3.33935e+04,6.426951,2.55364e+07,7.90210e+04,6.833489,3.49431e+07,9.45151e+04,5.903517,0.929972,44.68,0.15,5460.50,0.0813,0.0318,0.85,0.579
0.005303,259.0556775,-26.5461467,HD 156026,K5V,167.56,4.67,,-0.21,,18.5,0.76,29.45,15.07,Simbad,259.05568,-26.54615,259.0556780730000,-26.5461480810000,0.002,0.001,90,4109034455276324608,259.05336857342,0.0561,-26.55098988911,0.0437,168.0689,0.0758,-479.850,0.101,-1124.545,0.068,0,8.44587e+07,5.67509e+04,5.871755,3.30311e+07,7.21102e+04,6.554081,6.98998e+07,5.27300e+05,5.150731,1.403350,-0.04,0.22,4479.53,0.1660,0.1192,0.65,0.153
0.011710,259.7427006,-32.9654994,HD 156425,K4V:,,,,-0.2,,,0.41,5.79,13.33,Simbad,259.7427,-32.9655,259.7426967270000,-32.9654995434000,0.002,0.001,90,5979413444740921600,259.74270944002,0.0765,-32.96550706582,0.0468,0.9010,0.0893,2.477,0.114,-1.747,0.076,0,3.15388e+07,2.33970e+04,6.941252,7.80161e+06,1.63594e+04,8.120927,3.44621e+07,2.35426e+05,5.918566,2.202361,-3.47,0.23,3828.18,0.7972,0.4520,121.81,2870.850
0.005283,261.4384669,2.1114222,HD 157881,K7V,129.54,4.7,,-0.2,,7.29,0.78,8.44,8.12,Simbad,261.43847,2.11142,261.4384679350000,2.1114232411400,0.001,0.001,90,4375233191015944192,261.43596812399,0.0215,2.10632234022,0.0210,129.6231,0.0286,-580.207,0.054,-1184.726,0.047,0,3.19694e+07,1.22534e+04,6.926529,1.07563e+07,1.61904e+04,7.772230,3.03420e+07,3.44077e+04,6.056808,1.715422,,,4077.08,0.6810,0.2945,0.69,0.120
0.361321,262.5991569,-1.0629217,HD 158614,G8IV-V,60.8,4.04,,-0.05,,34.0,0.22,66.25,27.97,Simbad,262.59916,-1.06292,262.5991662390000,-1.0630216316200,0.031,0.029,90,4373199682919087616,262.59857062829,1.0336,-1.06364343926,1.0623,60.7132,1.2056,-138.312,1.972,-144.420,1.884,0,9.01338e+07,2.56509e+06,5.801146,8.49488e+07,4.56526e+05,5.528494,1.12389e+08,9.18507e+05,4.635108,0.893386,,,5095.63,,,,
1.384730,262.5991569,-1.0629217,HD 158614,G8IV-V,60.8,4.04,,-0.05,,34.0,0.22,66.25,27.97,Simbad,262.59916,-1.06292,262.5989715360000,-1.0625846460700,0.018,0.017,90,4373199678620639744,262.59845220089,0.6400,-1.06348252228,0.5986,58.5010,0.7561,-120.599,1.159,-208.539,1.084,0,9.19838e+07,8.26489e+05,5.779088,8.58764e+07,1.59348e+05,5.516704,1.09233e+08,7.13343e+05,4.666038,0.850667,,,5095.63,,,,
0.007212,266.0362619,-51.8340531,HD 160691,G5V,65.46,4.2,,0.2,,14.04,0.14,63.5,28.82,Simbad,266.03626,-51.83405,266.0362651420000,-51.8340530770000,0.003,0.002,90,5945941905576552064,266.03615846609,0.1004,-51.83487508012,0.0899,64.0817,0.1202,-15.310,0.168,-190.919,0.152,0,2.05838e+08,3.87494e+05,4.904553,1.03626e+08,1.69818e+05,5.312713,1.30962e+08,7.00793e+05,4.469053,0.843660,-9.29,0.13,5804.50,0.4480,0.2388,1.39,1.976
