angDist,_RAJ2000,_DEJ2000,Name,SpType,plx,logg,l_[Fe/H],[Fe/H],l_Prot,Prot,<S>,<FHK>,<FHa>,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.009866,271.5988306,-36.0197886,HD 165185,G3V,57.58,4.49,,-0.06,,5.9,0.3,197.75,36.55,Simbad,271.59883,-36.01979,271.5988296810000,-36.0197859621000,0.002,0.002,90,4038724053986441856,271.59939567299,0.0728,-36.01974826125,0.0900,58.1258,0.1151,106.324,0.139,8.757,0.122,0,9.12042e+07,1.10796e+05,5.788329,4.90115e+07,1.34797e+05,6.125644,5.84159e+07,2.13560e+05,5.345593,0.780052,15.31,0.21,5922.00,0.0890,0.0430,0.98,1.058
0.015723,279.7225019,-21.0518711,HD 172051,G5V,77.02,,,,,,0.17,92.6,31.32,Simbad,279.7225,-21.05187,279.7225062770000,-21.0518726443000,0.003,0.002,90,4079684229322231040,279.72215967461,0.0771,-21.05253417163,0.0795,76.6355,0.1082,-75.128,0.163,-153.645,0.150,0,1.02475e+08,1.60081e+05,5.661817,5.27568e+07,2.76405e+05,6.045692,6.59519e+07,3.66184e+05,5.213851,0.831841,37.14,0.20,5883.67,0.0840,0.0400,0.80,0.685
0.006522,282.1386658,-50.7033072,HD 173560,G3V,11.65,,,,,,0.19,109.75,33.41,Simbad,282.13867,-50.70331,282.1386635430000,-50.7033060866000,0.002,0.002,90,6655126046485479040,282.13862313023,0.0587,-50.70420804335,0.0695,12.0904,0.0663,-5.945,0.116,-209.487,0.115,1,7.32333e+06,3.68167e+03,8.526594,3.88088e+06,1.00356e+04,8.879062,4.82189e+06,1.81908e+04,8.053878,0.825184,-7.49,0.38,5741.50,0.3587,0.1545,1.42,1.983
0.098838,287.2103744,-42.4281039,HD 177996,K1V,31.48,,,,,,0.64,133.05,34.16,Simbad,287.21037,-42.4281,287.2103447780000,-42.4281205048000,0.006,0.005,90,6714027605939931520,287.21050281929,0.2117,-42.42862697775,0.2218,27.9209,0.2833,27.094,0.404,-117.632,0.345,0,1.66962e+07,1.58856e+04,7.631824,7.84885e+06,2.96002e+04,8.114373,1.22517e+07,2.99039e+04,7.041431,1.072943,,,5102.01,0.7810,0.3812,1.22,0.915
0.015969,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2302355210000,5.1688996822600,0.001,0.001,90,4293318823182081408,289.22773223879,0.0402,5.16316148752,0.0394,169.1590,0.0520,-579.043,0.088,-1332.743,0.081,0,1.08720e+07,1.09162e+04,8.097597,2.45676e+06,5.47256e+03,9.375483,1.28002e+07,2.51290e+04,6.993879,2.381603,35.55,0.16,4117.67,0.5265,0.2977,,
2.156790,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2308013620000,5.1686967773800,0.046,0.042,90,4293318823169080704,289.23078623236,1.5527,5.16868057325,1.4093,-1.0076,1.5476,-3.500,2.967,-3.764,2.703,0,1.04943e+02,1.21020e+00,20.635979,,,,,,,,,,,,,,
3.230555,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2293360220000,5.1689209558500,0.018,0.017,90,4293318823166695424,289.22932355444,0.5502,5.16888719752,0.5110,0.2177,0.5397,-2.884,1.186,-7.841,1.082,0,2.00562e+02,1.14072e+00,19.932745,1.02213e+02,9.27999e+00,20.327623,2.73720e+02,1.18288e+01,18.668653,1.658970,,,,,,,
4.103933,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2300413580000,5.1677806764400,0.028,0.025,90,4293318823166684416,289.23003999200,0.8259,5.16774956604,0.7632,-0.1267,1.0427,-0.316,1.825,-7.226,1.586,0,1.35799e+02,1.29655e+00,20.356127,1.03902e+02,1.48218e+01,20.309824,2.82148e+02,4.39420e+01,18.635727,1.674097,,,,,,,
4.325597,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2314185590000,5.1686615200500,0.028,0.024,90,4293318823182082944,289.23139552801,0.7377,5.16862412643,0.5675,0.3151,0.7097,-5.327,1.803,-8.685,1.571,1,2.03317e+02,1.54444e+00,19.917930,9.08935e+01,6.66779e+00,20.455055,2.92109e+02,2.42989e+01,18.598057,1.856998,,,,,,,
4.490330,289.2302369,5.1689039,HD 180617,M3.5V,170.26,,,,,16.8,1.08,10.03,7.8,Simbad,289.23024,5.1689,289.2295961860000,5.1699756324200,0.002,0.002,90,4293318823166701312,289.22959618601,2.0879,5.16997563242,1.9044,,,,,,,0,9.96768e+01,1.22425e+00,20.691880,,,,,,,,,,,,,,
0.015608,298.0143239,11.6283286,HD 187923,G0V,36.15,3.97,,-0.2,<,3.72,0.14,85.0,35.15,Simbad,298.01432,11.62833,298.0143271950000,11.6283257045000,0.001,0.001,90,4303735493232528640,298.01281425418,0.0319,11.62688505425,0.0264,37.0427,0.0529,-344.185,0.069,-334.608,0.053,0,7.64113e+07,2.79911e+04,5.980471,4.02316e+07,6.38162e+04,6.339969,5.00711e+07,9.89102e+04,5.512953,0.827016,-20.45,0.16,5726.00,0.5220,0.2545,1.51,2.206
0.009860,298.57394,-23.9410706,HD 188088,K3/K4V,70.34,,,,,16.5,0.59,56.35,19.15,Simbad,298.57394,-23.94107,298.5739386580000,-23.9410730490000,0.001,0.001,90,6863535898551993472,298.57335226908,0.0335,-23.94284022191,0.0227,70.8873,0.0399,-124.476,0.067,-410.440,0.043,0,8.31064e+07,6.86015e+04,5.889279,3.65466e+07,8.73969e+04,6.444271,6.40124e+07,1.41133e+05,5.246260,1.198011,,,4782.00,0.8372,0.4200,1.27,0.762
0.003762,301.3865192,-67.3208969,HD 189567,G2V,56.45,4.1,,-0.3,,,0.17,94.0,32.6,Simbad,301.38652,-67.3209,301.3865219090000,-67.3208969335000,0.001,0.001,0,6427244702486210816,301.39596158584,0.0207,-67.32379924947,0.0325,55.8197,0.0381,845.346,0.043,-674.028,0.061,0,8.23527e+07,3.37767e+04,5.899171,4.35420e+07,5.69704e+04,6.254118,5.39754e+07,8.38467e+04,5.431431,0.822687,-10.61,0.15,5796.33,0.1283,0.0625,1.01,1.043
0.005641,310.1880881,19.9355364,HD 197076,G5V,47.65,,,,,13.21,0.16,90.6,34.66,Simbad,310.18809,19.93554,310.1880866100000,19.9355356977000,0.001,0.001,90,1814241194252808704,310.18863005162,0.0255,19.93688049840,0.0282,47.8500,0.0361,118.655,0.048,312.341,0.047,0,5.86065e+07,1.39359e+04,6.268501,3.14053e+07,3.49179e+04,6.608882,3.78615e+07,9.74622e+04,5.816426,0.792456,-35.29,0.16,5883.95,0.0468,0.0340,0.96,1.005
0.039659,310.8166594,-29.4239086,HD 197214,G3/G5V,44.57,,,,,,0.19,108.05,30.37,Simbad,310.81666,-29.42391,310.8166548100000,-29.4239188653000,0.004,0.004,90,6795261758382370560,310.81645155260,0.1412,-29.42477433413,0.1084,45.7423,0.1677,-41.119,0.253,-198.689,0.227,0,3.67662e+07,5.66466e+03,6.774745,1.91912e+07,1.55581e+04,7.143635,2.44816e+07,4.58075e+04,6.289821,0.853815,-20.04,0.83,5649.33,0.0757,0.0427,0.87,0.700
0.010063,319.6136239,-43.3346492,HD 202628,G5V,42.04,4.52,,-0.14,,,0.24,158.0,32.41,Simbad,319.61362,-43.33465,319.6136221820000,-43.3346517005000,0.001,0.001,90,6577318075351824512,319.61505582366,0.0341,-43.33455856542,0.0284,41.9622,0.0455,242.190,0.068,21.633,0.060,0,4.38874e+07,1.08482e+04,6.582517,2.32837e+07,3.92538e+04,6.933757,2.86027e+07,6.68009e+04,6.120902,0.812855,11.96,0.16,5836.75,0.0250,0.0207,0.97,0.981
0.017369,320.2081514,-53.0342067,HD 202917,G5V,21.81,,,,,,0.68,358.35,51.16,Simbad,320.20815,-53.03421,320.2081564390000,-53.0342104544000,0.001,0.001,90,6463782435948431616,320.20838172535,0.0253,-53.03462141133,0.0295,21.3452,0.0389,31.465,0.061,-95.448,0.060,1,7.58781e+06,6.09303e+03,8.488074,3.87107e+06,1.23274e+04,8.881812,5.22417e+06,1.72727e+04,7.966878,0.914935,,,5506.49,0.0693,0.0330,0.90,0.672
0.015742,320.2119239,-45.8108769,HD 202996,G0V,18.76,,,,,,0.26,203.65,38.26,Simbad,320.21192,-45.81088,320.2119177350000,-45.8108760898000,0.001,0.001,0,6576428673523917696,320.21131289112,0.0372,-45.81089276256,0.0367,19.1245,0.0508,-97.918,0.072,-3.872,0.080,0,2.27749e+07,7.11252e+03,7.294726,1.22916e+07,1.65170e+04,7.627368,1.47028e+07,2.06854e+04,6.843416,0.783952,7.10,11.33,5879.67,0.6257,0.3073,1.51,2.445
0.008996,320.1941394,-38.7814414,HD 203019,G5V,27.49,,,,,,0.49,253.25,34.4,Simbad,320.19414,-38.78144,320.1941366140000,-38.7814426352000,0.001,0.001,0,6583320721643225472,320.19400505429,0.0441,-38.78123068494,0.0409,27.4388,0.0566,-23.819,0.072,49.227,0.084,1,1.60508e+07,5.27972e+03,7.674625,8.35308e+06,1.16982e+04,8.046772,1.07995e+07,1.37614e+04,7.178411,0.868362,24.23,0.16,5675.25,0.1450,0.0653,0.95,0.848
0.743178,321.1693419,-68.2278336,HD 203244,G5V,48.86,4.49,,-0.21,,,0.4,183.3,33.63,Simbad,321.16934,-68.22783,321.1688420660000,-68.2279244014000,0.008,0.008,0,6399747669021004928,321.17094531786,0.2488,-68.22710739419,0.2689,48.0625,0.3420,181.189,0.514,189.757,0.539,0,3.65187e+07,1.50266e+04,6.782078,1.85431e+07,4.83146e+04,7.180931,2.49544e+07,5.79518e+04,6.269051,0.911880,14.82,1.39,5519.50,0.0210,0.0090,0.87,0.637
0.033244,330.8402381,-56.7859761,HD 209100,K5V,275.76,4.5,,-0.23,,22.0,0.44,31.67,16.02,Simbad,330.84024,-56.78598,330.8402259560000,-56.7859825051000,0.006,0.006,0,6412595290592307840,330.87140210170,0.1776,-56.79690231183,0.1880,274.8048,0.2494,3967.039,0.380,-2535.758,0.415,0,3.68155e+08,1.80767e+06,4.273290,1.48492e+08,1.02986e+05,4.922129,2.81413e+08,4.70256e+05,3.638560,1.283568,-40.50,0.23,4585.00,0.2892,0.1305,0.78,0.239
0.196515,336.2349606,-57.7974153,HD 212330,F9V,48.81,4.0,,-0.04,<,21.05,0.14,72.75,29.99,Simbad,336.23496,-57.79742,336.2348836320000,-57.7974513188000,0.003,0.003,0,6408551797924824320,336.23591668041,0.0793,-57.79897326436,0.0889,48.8901,0.1153,127.863,0.161,-353.479,0.218,1,1.69612e+08,3.06684e+05,5.114725,8.67573e+07,1.60337e+05,5.505623,1.09999e+08,6.65216e+05,4.658446,0.847178,14.39,0.20,5722.33,1.0500,0.5463,1.71,2.812
0.008701,337.75153,-49.4332703,HD 213240,G4IV,24.54,,,,,,0.18,132.65,33.91,Simbad,337.75153,-49.43327,337.7515271510000,-49.4332687481000,0.001,0.001,0,6517058790835773440,337.75062658686,0.0262,-49.43410371257,0.0279,24.4385,0.0372,-136.026,0.047,-193.926,0.052,0,4.09547e+07,8.63813e+03,6.657605,2.21066e+07,2.82364e+04,6.990081,2.62586e+07,7.95313e+04,6.213739,0.776342,-0.52,0.18,5921.00,0.7110,0.3540,1.56,2.687
0.003893,339.0320975,-54.6106211,HD 213941,G5V,30.98,,,-0.42,,,0.19,124.1,29.15,Simbad,339.0321,-54.61062,339.0320971570000,-54.6106200372000,0.001,0.001,0,6506893771477045888,339.03478988953,0.0231,-54.61174529618,0.0343,31.5843,0.0462,362.193,0.057,-261.344,0.063,0,2.06201e+07,3.90615e+03,7.402639,1.07814e+07,1.52544e+04,7.769698,1.37573e+07,3.03781e+04,6.915584,0.854114,67.42,0.15,5647.00,0.0422,0.0207,0.95,0.824
2.441782,339.0320975,-54.6106211,HD 213941,G5V,30.98,,,-0.42,,,0.19,124.1,29.15,Simbad,339.0321,-54.61062,339.0315194850000,-54.6112110161000,0.005,0.003,0,6506893771477046016,339.03417173538,0.1035,-54.61235833797,0.1877,31.3578,0.2397,356.743,0.220,-266.468,0.298,0,1.24357e+05,1.09019e+03,12.951687,,,,,,,,,,,,,,
0.010117,342.0288281,-37.7566608,HD 215768,G0V,25.34,,,,,,0.31,233.15,37.36,Simbad,342.02883,-37.75666,342.0288313240000,-37.7566619840000,0.001,0.001,0,6547596729863915648,342.02967889651,0.0372,-37.75665460793,0.0375,26.0604,0.0453,155.638,0.066,1.714,0.078,0,2.15188e+07,1.79972e+04,7.356319,1.17328e+07,3.78551e+04,7.677888,1.37356e+07,3.72913e+04,6.917299,0.760589,-25.18,0.26,6025.10,0.0515,0.0223,1.02,1.237
0.008190,344.1002206,-31.5655672,HD 216803,K4Vp,130.94,,,,,10.3,1.0,61.2,18.68,Simbad,344.10022,-31.56557,344.1002220610000,-31.5655652957000,0.002,0.002,90,6604147121141267712,344.10188750913,0.0815,-31.56624685384,0.0494,131.4380,0.0856,329.577,0.116,-158.293,0.100,0,7.04226e+07,6.78815e+04,6.069085,2.89287e+07,7.57006e+04,6.698067,5.70072e+07,4.85350e+05,5.372095,1.325973,7.00,0.16,4607.89,0.1360,0.0662,0.70,0.198
0.012306,345.0803614,-26.1537492,HD 217343,G3V,31.22,,,,,,0.47,285.55,36.22,Simbad,345.08036,-26.15375,345.0803637270000,-26.1537519057000,0.002,0.001,90,2382711653818308224,345.08088607250,0.0446,-26.15444496421,0.0377,31.4668,0.0411,108.897,0.104,-160.968,0.070,0,2.21541e+07,2.83996e+04,7.324731,1.16078e+07,5.31901e+04,7.689511,1.46295e+07,3.31047e+04,6.848843,0.840669,6.14,0.20,5740.33,0.0513,0.0277,0.95,0.886
0.007732,349.6528156,-58.3063533,HD 219709,G2V,25.33,,,-0.02,,,0.22,147.8,31.15,Simbad,349.65282,-58.30635,349.6528163530000,-58.3063511890000,0.001,0.001,0,6492218417982146816,349.65457355688,0.0228,-58.30702415073,0.0312,25.3540,0.0379,214.418,0.041,-156.297,0.058,1,2.18680e+07,4.29086e+03,7.338846,1.16935e+07,1.32842e+04,7.681528,1.42496e+07,1.86430e+04,6.877414,0.804114,18.53,1.65,5827.00,0.0975,0.0445,1.14,1.340
1.176820,349.777785,-13.4585517,HD 219834,G6/G8IV,48.22,3.9,,0.09,,42.5,0.16,53.55,24.71,Simbad,349.77778,-13.45855,349.7780237260000,-13.4587818244000,0.015,0.014,90,2411855072801158656,349.77916920482,0.4764,-13.45909619588,0.5059,44.8996,0.5572,258.738,0.944,-73.014,0.928,0,2.04902e+08,6.34318e+05,4.909501,9.59150e+07,2.42171e+05,5.396672,1.30288e+08,8.55802e+05,4.474658,0.922014,15.89,0.83,5704.50,,,2.06,4.033
0.002188,1.3517831,-37.3573619,HD 225213,M2V,229.33,,,,,,0.36,3.06,7.53,Simbad,1.35178,-37.35736,1.3517825075500,-37.3573622844000,0.003,0.001,90,2306965202564506752,1.38229963942,0.0588,-37.36741971886,0.0380,230.1331,0.0600,5633.374,0.170,-2334.794,0.075,1,1.59438e+07,1.35527e+04,7.681889,4.08359e+06,7.82178e+03,8.823783,1.79415e+07,2.69788e+04,6.627273,2.196510,25.29,0.15,3910.01,0.2810,0.1517,,
0.030840,149.6430119,-46.4251208,GJ 375,M5,62.88,,,,,,2.56,6.33,4.74,Simbad,149.64301,-46.42512,149.6430127750000,-46.4251122545000,0.001,0.001,0,5408648849826522112,149.64601028973,0.0348,-46.42717906188,0.0377,64.7829,0.0448,479.890,0.074,-480.024,0.074,1,1.87763e+06,1.46234e+03,10.004342,3.36251e+05,7.03675e+02,11.534729,2.36842e+06,3.59817e+03,8.825775,2.708954,,,3412.33,,,0.61,0.045
0.070632,154.9011542,19.8700167,GJ 388,M3.5Ve,213.0,,,,,2.6,9.04,30.89,13.15,Simbad,154.90115,19.87002,154.9011700100000,19.8700038994000,0.002,0.002,90,625453654702751872,154.89888734446,0.0576,19.86981583640,0.0581,201.3683,0.0679,-498.605,0.119,-43.683,0.103,0,9.83365e+06,1.36116e+04,8.206579,1.94680e+06,5.74803e+03,9.628085,1.21199e+07,3.19329e+04,7.053171,2.574914,,,3859.05,,,,
0.010342,189.4675694,-52.0014769,GJ 479,M3,103.54,,,,,,1.78,13.32,10.16,Simbad,189.46757,-52.00148,189.4675652260000,-52.0014781839000,0.001,0.001,90,6078114541943893888,189.46033067209,0.0441,-52.00135045200,0.0335,105.5122,0.0645,-1034.452,0.076,29.718,0.053,0,2.82947e+06,1.08597e+03,9.559102,5.86101e+05,7.55961e+02,10.931458,3.39903e+06,2.24391e+03,8.433533,2.497925,,,3716.11,0.4142,0.1997,,
3.422497,189.4675694,-52.0014769,GJ 479,M3,103.54,,,,,,1.78,13.32,10.16,Simbad,189.46757,-52.00148,189.4671318980000,-52.0005651597000,0.009,0.005,90,6078114473214213760,189.46707225030,0.3402,-52.00055908733,0.2166,0.3542,0.4513,-8.529,0.583,1.410,0.354,0,3.26146e+02,8.05393e-01,19.404835,1.37738e+02,7.68813e+00,20.003757,3.16118e+02,1.24867e+01,18.512297,1.491461,,,,,,,
4.016735,189.4675694,-52.0014769,GJ 479,M3,103.54,,,,,,1.78,13.32,10.16,Simbad,189.46757,-52.00148,189.4679218530000,-52.0025713581000,0.006,0.005,90,6078114473215469056,189.46786512405,0.2193,-52.00257545860,0.1932,-0.2214,0.3196,-8.111,0.407,-0.952,0.307,0,4.99079e+02,9.31270e-01,18.942942,2.42737e+02,6.10319e+00,19.388550,3.88074e+02,7.07512e+00,18.289635,1.098915,,,,,,,
0.038895,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4289380140000,-62.6794918941000,0.003,0.001,0,5853498713160606720,217.39346574260,0.0577,-62.67618210292,0.1050,768.5004,0.2030,-3781.306,0.085,769.766,0.189,0,4.94199e+06,4.18051e+03,8.953612,3.86710e+05,1.22379e+03,11.382926,7.41645e+06,1.18875e+04,7.586430,3.796496,,,3295.50,0.2413,0.1595,,
1.236351,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4286349300000,-62.6791727627000,0.030,0.018,0,5853498678802473344,217.42856328700,0.6765,-62.67918765596,0.9868,-0.1464,1.3770,-7.637,1.189,-3.459,1.950,0,8.67872e+01,8.70217e-01,20.842226,3.48032e+01,5.82539e+01,21.497341,1.77373e+02,9.84080e+01,19.139700,2.357641,,,,,,,
2.490642,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4299777120000,-62.6789761576000,0.004,0.003,0,5853498678821076992,217.42993122327,0.1027,-62.67897258258,0.1354,-0.1968,0.2043,-4.956,0.170,0.830,0.266,0,5.91615e+02,8.49621e-01,18.758268,2.19903e+02,7.52925e+00,19.495810,5.75409e+02,8.88088e+00,17.861979,1.633831,,,,,,,
3.031639,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4296980640000,-62.6802531888000,0.005,0.003,0,5853495723865252096,217.42969806412,2.6041,-62.68025318884,4.8702,,,,,,,0,6.33774e+01,1.33648e+00,21.183529,,,,,,,,,,,,,,
3.263206,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4274256450000,-62.6800582124000,0.050,0.025,0,5853498678802473216,217.42736736087,0.6515,-62.68007484223,0.9469,1.4447,1.7982,-6.213,1.596,-3.862,3.230,0,8.72694e+01,7.97838e-01,20.836210,5.02314e+01,9.13838e+00,21.098951,1.58226e+02,1.25500e+01,19.263725,1.835226,,,,,,,
3.764621,217.4289531,-62.6794836,GJ 551,M5Ve,772.33,,,,,,4.1,1.68,2.05,Simbad,217.42895,-62.67948,217.4269601460000,-62.6789767921000,0.014,0.010,0,5853498678800804480,217.42682877913,0.3344,-62.67897420366,0.4116,0.6252,0.6517,-14.004,0.635,0.601,0.878,0,1.48346e+02,6.96191e-01,20.260176,6.23072e+01,7.81181e+00,20.865044,2.35161e+02,7.07264e+00,18.833510,2.031534,,,,,,,
0.135464,269.4520764,4.6934014,GJ 699,sdM4,549.01,,,,,2.09,0.93,2.61,2.48,Simbad,269.45208,4.6934,269.4520824980000,4.6933642650600,0.010,0.006,90,4472832130942575872,269.44861435804,0.2229,4.73798076559,0.3042,547.4506,0.2899,-802.803,0.638,10362.542,0.360,0,9.93811e+06,1.82920e+04,8.195106,1.64589e+06,4.68522e+03,9.810388,1.30864e+07,2.24966e+04,6.969867,2.840520,,,3699.35,0.3010,0.1830,,
0.024798,282.4556769,-23.8362325,GJ 729,M3.5Ve,336.48,,,,,,6.98,79.85,30.12,Simbad,282.45568,-23.83623,282.4556825030000,-23.8362371024000,0.002,0.002,90,4075141768785646848,282.45869194297,0.0622,-23.83707047213,0.0567,336.1228,0.0641,639.348,0.127,-193.550,0.105,0,4.21677e+06,3.23311e+03,9.125915,6.92311e+05,2.20657e+03,10.750635,5.49033e+06,8.83484e+03,7.912925,2.837710,,,3675.23,0.2940,0.1680,,
3.795021,282.4556769,-23.8362325,GJ 729,M3.5Ve,336.48,,,,,,6.98,79.85,30.12,Simbad,282.45568,-23.83623,282.4550677130000,-23.8353376385000,0.020,0.018,90,4075141768771816832,282.45504507409,0.5372,-23.83537657026,0.5515,-1.0985,0.5903,-4.810,1.293,-9.042,1.147,0,2.95222e+02,1.81308e+00,19.512995,1.83584e+02,7.08008e+00,19.691800,3.35117e+02,1.82779e+01,18.448929,1.242870,,,,,,,
